Zone,Quest,AP,Type,Sample,Bronze Material,,,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Shimousa,Castle Town,21,Free,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.7,,,,,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Shimousa,Battlefield,21,Free,3643,,48.4,,66.3,,,,,,,,,,,,,,,,,,,,,,,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.9,,,,,,,,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Shimousa,Toke Castle,21,Free,1120,,,,65.7,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,,,,,,,,,,,,,,199.3,,,,,,,,,,,,,,,,77.6,,,,,,,,,,534.5,,,,,,,,,,,,,,,,,,,,,,80.3,,,,,103.6,,,,,490.0,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Shimousa,Rear Mountain (Nameless Sacred Mountain),21,Free,9238,,,,65.4,,,,,,,,,,,,,,79.1,,,,,,,,,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,,,,,,236.4,,,,,,,,,,,,,,,,,,,,,,,,,,82.8,,,,,,83.1,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Shimousa,Arakawa Field,21,Free,12318,,,,66.9,,,,,,,,,,,,,,,,,,,,,,,91.3,,,,,,,,,,,,,,,,,,,,,,,157.1,,,,,,,,,,,,,,,,,73.8,,,,,,,,,,,,,,594.6,,,,,,,,,,,,,,,,,,80.9,,,107.2,,,,,,,,,,,426.8,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Shimousa,Rear (Trembling in Fear),21,Free,1681,,,,,,,,,,,,,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.2,,,,,,,,,,,47.6,,,,,,,,,,,,,,,,425.3,,,,,,,,,,,,,,,,,,,,,,,,66.5,,,,,,,,518.1,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Quiet Forest,20,Free,3386,,,,,,,,,,,,,,,,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Salem,Carter Residence,20,Free,16687,,,,,,,,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,,,,,,,441.4,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,,,,,407.1,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Salem,Town Hall,21,Free,8563,,,,,,,,,,,,,,,,,,,,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.6,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Salem,Wharf,21,Free,1452,,,,,48.4,,,,,,,,,,,,,,,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4,,,,,,,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Salem,Whateley Residence,21,Free,13256,,,,,,,,,,,,,,,,,,,,,,,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.8,,,,,,,,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1,,,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Salem,Isolated Mansion,21,Free,1859,,,,,46.7,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.4,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Salem,Gallows Hill,21,Free,21469,,,,,,,,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9,,,,,,,122.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.8,362.7,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Salem,Meadow,21,Free,4451,,,,,,,,46.7,,,,,,,,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.4,,,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539.5,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Salem,Empty House,21,Free,4882,,,,,,,,46.6,,,,,,,,,,,,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.7,,,,,,125.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.7,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Hideout,21,Free,1431,,,,,,,,,,,,,,,,42.1,,,,131.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.9,,,,,,,,,119.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.7,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Jail,21,Free,8918,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,,,,,,,,,,,,45.8,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.3,,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Anastasia,Anchor Point,20,Free,1037,,,,,,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,,,,44.6,,,,,,,,218.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.8,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Anastasia,Yaga Smolensk,20,Free,28487,,,,,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.9,,,,,88.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.8,,,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Anastasia,Icy Cavern,20,Free,1907,,,,,,46.2,,,,,,,,,,,,,,,,,,,,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.6,,,,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.7,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Anastasia,Rebel Stronghold,21,Free,10789,,,,,,,,,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.9,,,,,,,,,,,,,,,46.7,,,,,,,,,,246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.1,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Anastasia,Yaga Sychyovka,21,Free,1430,,,,,,,,,47.1,,,,,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.2,,,,,,,,,,,,,84.4,,,,,,,,,,,,,,,,,,,,,,,,,,,442.8,,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Anastasia,Burned Village,21,Free,19497,,,,,,,,,46.1,,,,,,,,,,,,,,,,,75.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.5,,,,,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.1,,,,,,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Anastasia,Yaga Vyazma,21,Free,12979,,,,,,48.3,,,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7,,,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.8,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Yaga Demensk,21,Free,92128,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,98.7,,,,,,,,,,,,,,,,,,,,,,,,,239.6,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.8,,,53.0,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Yaga Tula,21,Free,4017,,,,67.5,,,,,62.1,,,,,,,,,,,,,,,,,,,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,,,,,,,,,,,,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Crushed Village,21,Free,7957,,,,,,,,,,,,,,,,,,,,,,,,,,73.1,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.2,,,,,,,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.8,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Yaga Moscow,21,Free,79644,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Strath Stronghold,21,Free,1107,,,,64.2,,,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.1,,,,,,,,,,,,,61.5,,,,,,,,,,,,,,,,407.8,,,,,,,,,,,,,,,,,,,,,,,,121.9,,,,,,,,385.2,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Base ot Great Tree,21,Free,1470,,,,64.9,,60.5,,,,,,,,,,,,,,,,,,,,,,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,101.6,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Anastasia,Yaga Ryazan,21,Free,7791,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.1,,,,,,,,,,,,101.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.7,,,,,,,,,580.2,,,,,,,,,,,,,,,,,,,,,,,58.8,399.8,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Gotterdammerung,Landing Point,20,Free,1003,,,,61.9,,,,,,,,,,,,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.4,,,,,,,,,,,,,,,38.1,,,,,,,,230.6,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,,,,,55.3,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Gotterdammerung,Thin Ice Hill,20,Free,1106,,,,,,,,,,,,,,,,74.7,,,,,,,,,,,,,73.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.3,,,,,,,,,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.5,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Gotterdammerung,Giant's Flower Garden,20,Free,4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.6,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Gotterdammerung,Village 23,21,Free,1528,,,,,,,,,,,,,,,,75.7,,,,,,,,,,,,,,74.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9,,,,,,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,,102.2,,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Gotterdammerung,Hero's Lair,21,Free,1947,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.3,,,,,,,,399.9,,,,,,,,,,,,,,,,,,,,,,,,150.9,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Gotterdammerung,Castle of Snow and Ice,21,Free,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Gotterdammerung,Road to the End,21,Free,8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.8,,,,,,,,,,,,,,,,,,,,107.1,,,,,,,,,,,,,,,,,,,,,,,236.4,47.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.1,86.7,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Gotterdammerung,Flaming Mansion,21,Free,1394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3,70.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3,,,112.6,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Gotterdammerung,Village 67,21,Free,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,,,,,,,,,,,,,,,,,102.8,,,,,,,,,,,,,,,,,,,,,53.7,,248.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.8,,466.6,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Gotterdammerung,North Boundary,21,Free,1554,,,,67.6,,,,,,,,,,,,,,,,,,,,,,,,,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,,,,72.9,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Gotterdammerung,Forgotten Shrine,21,Free,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6,,,,,,,,,,,,,154.7,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,,,,,442.8,,,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,,463.0,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
SIN,Seeding Point,20,Free,1026,,,,,,45.4,,,,,,,,,,,,,,,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
SIN,Neighboring Village,20,Free,1260,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,72.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.3,,,,,,,,,,,,108.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.2,,,,,,,,,,,,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
SIN,Icy Cave,20,Free,1006,,,,,,,,,,,,,,,,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0,,,,,,,,,,,,,52.3,,,,,,,,,,,,,,,,475.8,,,,,,,,,,,,,,,,,,,,,,,,51.1,,,,,,,,346.0,,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
SIN,Akuta's Camp,21,Free,1010,,,,68.0,,,,,,,,,,,,,,,,,99.6,,,,,,,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,,,,,,124.0,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
SIN,Jingyang Field,21,Free,1739,,,,69.0,,,,,,,,,,,,,,,,,,,,,,,,,88.6,,,,,,,,,,,,,,,,,,,,,,,108.7,,,,,,,,,,,,,,,,192.2,,,,,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,211.4,,,,,103.0,,,,,,,,,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
SIN,Shanyang Hill,21,Free,1100,,,,65.8,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.6,,,,,,,,,79.4,,,,,,,183.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9,85.3,107.4,,,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
SIN,Prison Camp,21,Free,29408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,93.6,,,,,,,,,,,,,,,,119.5,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7,,,,104.6,,,,,,,,,,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
SIN,Shiquan Canyon,21,Free,1148,,,,,,,,,,,,,,,,,,,,,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.4,,,,,,,,,,77.3,,,,,,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.4,,,,,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
SIN,Daping Yu,21,Free,1840,,,,,,,,,,,,,,,,,,,,,59.8,,,,,,,,,,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,,,,,,,,,,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.4,,,,,,,,,,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
SIN,Xianyang,21,Free,5927,,,,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,123.2,,,,,,,,,,,,,,,,126.5,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.9,118.7,,,83.5,,,,,,,,,,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
