Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Agartha,Foothills Jungle,21,23803,,,42.5,,,,,,,,,,,137.6,,,,146.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Foothills Jungle,,132.2,,83.7,,,,,,213.4,,400.5,,,,,,,,,,,,Foothills Jungle,,,,,,,,,,,,,,,,,,,,483.6,,,,,,,,,,,,Foothills Jungle,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Agartha,Dragon Palace,21,5029,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.7,,,,,,,Dragon Palace,,,,74.1,,,,,,,,,,,,,,487.9,,,,,,Dragon Palace,,,,,,,,,,,,,,,,,,,,,,,,,,467.6,,,,,,Dragon Palace,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Agartha,Great Under River,21,54791,,,,,,,,,,,,,,83.6,,,,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great Under River,,53.4,,,,,,,,,143.9,,,,,,,,661.0,,,,,Great Under River,,,,,,,,,,,,,,,,,,,469.7,,,,,,,,,,,,,Great Under River,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Agartha,El Dorado,21,3634,,,,68.9,,,,,,,,,,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Dorado,39.2,,,,,,,,,,,,,,,,,,,,,,,El Dorado,,,,,,,,,,,,,,,,,,,,,,,107.5,,,,,,,,,El Dorado,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Agartha,Chasm it Earth,21,2316,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chasm it Earth,,,,,,,,,,,,,42.9,,,,,,,,678.8,,,Chasm it Earth,,,,,,,,,,,,,,,,,,,,,101.6,,,,,,,,,,,Chasm it Earth,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Shimousa,Rice Field,20,50727,,,,,,,,,,,,,,50.3,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rice Field,,,79.9,,,62.4,,,,,,,,,,,,,,,,,,Rice Field,,,,,,,,,,,,,,,,,,,387.1,,,96.8,,,,,,,,,,Rice Field,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Shimousa,Village,21,26454,,,,69.2,,,,,,,,,,59.6,,,,,,,,,,,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Village,,,87.8,,,,,,119.3,,,,,,,,,,,,,,,Village,,,,,,,,,,,,,,,,,131.3,,109.6,,,,,,,,,,,,,Village,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Shimousa,Monastery,21,13455,,,,,,,,,,,,,,,85.1,,,,,,,,,,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monastery,,,,,,51.2,,,100.8,,,,,,,,,,,,,,,Monastery,,,,,,,,,,,,,,,,,115.8,,,,,94.5,,,,,,,,,,Monastery,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Shimousa,Castle Town,21,12443,,,,,,,,,,,,,,,,,,,,,,,,,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Town,,,,,,,,,52.9,,,,,,,,,,,,,,,Castle Town,,,,,,,,,,,,,,,,,52.7,,,,,,,,,,,,,,,Castle Town,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Shimousa,Battlefield,21,118671,,52.7,,68.7,,,,,,,,,,,,,,,,,,,,,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Battlefield,85.4,,,,,,,,136.2,,,,,,,,,,,,,,,Battlefield,,,,,,,,,,,,,,,,,52.4,,,,,,,,,,,,,,,Battlefield,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Shimousa,Toke Castle,21,2991,,,,71.7,,,,,,,,,,,,,,,,,,,,,80.8,,,,,,,,,,,,,,,,,,,,,,205.9,,,,,,,Toke Castle,,,,,,,,,92.3,,,,,,,,,,543.5,,,,,Toke Castle,,,,,,,,,,,,,,,,,80.3,,,,,103.6,,,,,490.0,,,,,Toke Castle,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Shimousa,Rear Mountain (Nameless Sacred Mountain),21,26239,,,,70.0,,,,,,,,,,,,85.6,,,,,,,,,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rear Mountain (Nameless Sacred Mountain),,,,,,,,,84.8,,,,,,262.5,,,,,,,,,Rear Mountain (Nameless Sacred Mountain),,,,,,,,,,,,,,,,,82.2,,,,,,81.3,,,,,,,,,Rear Mountain (Nameless Sacred Mountain),37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Shimousa,Arakawa Field,21,34779,,,,70.1,,,,,,,,,,,,,,,,,,,,,104.9,,,,,,,,,,,,,,,,,,,,,170.9,,,,,,,,Arakawa Field,,,,,,,,,83.5,,,,,,,,,,,,,,701.8,Arakawa Field,,,,,,,,,,,,,,,,,78.2,,,105.8,,,,,,,,,,,430.7,Arakawa Field,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Shimousa,Rear (Trembling in Fear),21,27128,,,,,,,,,,,,,,,82.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.7,,,,,Rear (Trembling in Fear),,,,,,53.2,,,,,,,,,,,,,,,,504.3,,Rear (Trembling in Fear),,,,,,,,,,,,,,,,,,,,,,66.5,,,,,,,,518.1,,Rear (Trembling in Fear),38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Quiet Forest,20,3543,,,,,,,,,,,,,,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quiet Forest,,,,43.6,,,,,,,,,,,,,,,,,,,,Quiet Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quiet Forest,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Salem,Carter Residence,20,123896,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.8,,,,,,,,,,,,,,,,,Carter Residence,,,,,,,,,,,,,,80.2,,,,,,,453.6,,,Carter Residence,,,,,,,,,,,,,,,,,,,,,,80.7,,,,,,,406.3,,,Carter Residence,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Salem,Town Hall,21,36126,,,,,,,,,,,,,,,,,,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Town Hall,,,,,,,,,,,,,59.9,,,,,,,,,,,Town Hall,,,,,,,,,,,,,,,,,,,,,57.7,,,,,,,,,,,Town Hall,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Salem,Wharf,21,30138,,,,,52.6,,,,,,,,,,,,,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wharf,,,,,,84.4,,,,,,,103.8,,,,,,,,,,,Wharf,,,,,,,,,,,,,,,,,,,,,101.4,,,,,,,,,,,Wharf,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Salem,Whateley Residence,21,19983,,,,,,,,,,,,,,,,,,,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Whateley Residence,,,48.4,,,,,,,,87.3,,,,,,,,,,,,,Whateley Residence,,,,,,,,,,,,,,,,,,,107.1,,,,,,,,,,,,,Whateley Residence,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Salem,Isolated Mansion,21,34787,,,,,52.1,,,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Isolated Mansion,,,,,,85.9,91.9,,,,,,,,,,,,,,,,,Isolated Mansion,,,,,,,,,,,,,,,,,,,,,,,653.4,,,,,,,,,Isolated Mansion,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Salem,Gallows Hill,21,35003,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gallows Hill,,,,,,,59.7,,,,,,,138.7,,,,,,,,,,Gallows Hill,,,,,,,,,,,,,,,,,,,,,,139.8,354.4,,,,,,,,,Gallows Hill,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Salem,Meadow,21,18305,,,,,,,,52.4,,,,,,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meadow,,,,84.7,,,89.9,,,,,,,,,,,,,,,,,Meadow,,,,,,,,,,,,,,,,,,,,,,,564.4,,,,,,,,,Meadow,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Salem,Empty House,21,17296,,,,,,,,51.6,,,,,,,,,,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empty House,,,,,,,87.0,,,,,,138.5,,,,,,,,,,,Empty House,,,,,,,,,,,,,,,,,,,,,138.8,,,,,,,,,,,Empty House,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Hideout,21,10794,,,,,,,,,,,,,,46.6,,,,139.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hideout,,,,84.7,,,,,,,,,137.8,,,,,,,,,,,Hideout,,,,,,,,,,,,,,,,,,,,,124.7,,,,,,,,,,,Hideout,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Salem,Jail,21,8611,,,53.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,,,,,,,,,,,Jail,52.8,,,,,,,,,,,,264.6,,,,,,,,,,,Jail,,,,,,,,,,,,,,,,,,,,,431.2,,,,,,,,,,,Jail,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Zone,Quest,AP,Sample,Bronze Material,,,,,,,,,,,,,Silver Material,,,,,,,,,,,,,,,,,,,,,,Gold Material,,,,,,,,,,,,,,,,,,Quest,Gem,,,,,,,,Magic Gem,,,,,,,,Secret Gem,,,,,,,Quest,Piece,,,,,,,,Monument,,,,,,,,Blaze,,,,,,,,Hellfire,,,,,,,Quest,Bond/ AP,EXP/AP,QP/AP,Portrait,,Lunchtime,,,Portrait + Lunchtime,,,Teatime,,,Portrait + Teatime,,,Lunch + Teatime,,,3 Different CEs,,,,Highest Bond/AP,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,non-MLB,1,2,1 Portrait                1 Lunch,2 Portrait                 1 Lunch,1 Portrait                 2 Lunch,Support,Self,2 Tea,1 Portrait                1 Tea,2 Portrait                1 Tea,1 Portrait                2 Tea,1 Lunch                Supp-Tea,2 Lunch                Self-Tea,1 Lunch                2 Tea,1 Portrait                Lunch-Tea,2 Portrait                Lunch-Tea,1 Portrait                2 Lun-Tea,1 Portrait                Lun-2 Tea,Max,Pattern
Anastasia,Anchor Point,20,3510,,,,,,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,,,,,,,,,,,,,,Anchor Point,,,53.2,,,,,,,,261.2,,,,,,,,,,,,,Anchor Point,,,,,,,,,,,,,,,,,,,414.8,,,,,,,,,,,,,Anchor Point,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Anastasia,Yaga Smolensk,20,45894,,,,,,,,,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaga Smolensk,81.4,,,,,98.4,,,,,,,,,,,,,,,,,,Yaga Smolensk,,,,,,,,,,,,,,,,,387.0,,,,,,,,,,,,,,,Yaga Smolensk,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Anastasia,Icy Cavern,20,79583,,,,,,49.6,,,,,,,,,,,,,,,,,,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Icy Cavern,,,80.3,,,,99.3,,,,,,,,,,,,,,,,,Icy Cavern,,,,,,,,,,,,,,,,,,,517.1,,,,,,,,,,,,,Icy Cavern,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Anastasia,Rebel Stronghold,21,8009,,,,,,,,,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,,,,,,,,,,,,,,Rebel Stronghold,53.1,,,,,,,,,,248.7,,,,,,,,,,,,,Rebel Stronghold,,,,,,,,,,,,,,,,,,,432.9,,,,,,,,,,,,,Rebel Stronghold,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Anastasia,Yaga Sychyovka,21,15790,,,,,,,,,50.8,,,,,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaga Sychyovka,,83.8,,,,,,,,,,,,,102.9,,,,,,,,,Yaga Sychyovka,,,,,,,,,,,,,,,,,,442.8,,,,,,,,,,,,,,Yaga Sychyovka,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Anastasia,Burned Village,21,118395,,,,,,,,,52.0,,,,,,,,,,,,,,,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Burned Village,84.8,,,,,,104.7,,,,,,,,,,,,,,,,,Burned Village,,,,,,,,,,,,,,,,,406.2,,,,,,,,,,,,,,,Burned Village,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Anastasia,Yaga Vyazma,21,70947,,,,,,51.8,,,52.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaga Vyazma,,,108.5,,,86.8,,,,,,,,,,,,,,,,,,Yaga Vyazma,,,,,,,,,,,,,,,,,,,,,,417.8,,,,,,,,,,Yaga Vyazma,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Yaga Demensk,21,8776,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,101.7,,,,,,,,,,,,,,Yaga Demensk,,,,,,,,,,,254.9,,,53.0,,,,,,,,,,Yaga Demensk,,,,,,,,,,,,,,,,,,,434.4,,,52.4,,,,,,,,,,Yaga Demensk,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Yaga Tula,21,36195,,,,71.0,,,,,69.7,,,,,,,,,,,,,,,,,103.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaga Tula,,139.9,,,,,,,,,,,,84.4,,,,,,,,,,Yaga Tula,,,,,,,,,,,,,,,,,,,,,,84.4,,,,,,,,,,Yaga Tula,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
Anastasia,Crushed Village,21,22273,,,,,,,,,,,,,,,,,,,,,,,,85.2,,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Crushed Village,,,,,,,103.3,,,,,,,84.8,,,,,,,,,,Crushed Village,,,,,,,,,,,,,,,,,,,,,,133.9,,,,,,,,,,Crushed Village,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Yaga Moscow,21,13519,,,,,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yaga Moscow,,,,,,,,,,,,,,46.1,,,,,,,,,,Yaga Moscow,,,,,,,,,,,,,,,,,,,,,,46.1,,,,,,,,,,Yaga Moscow,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Strath Stronghold,21,16603,,,,70.8,,,,,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.8,,,,,,,Strath Stronghold,,,,,,71.1,,,,,,,,,,,,,,,,503.3,,Strath Stronghold,,,,,,,,,,,,,,,,,,,,,,118.8,,,,,,,,353.5,,Strath Stronghold,37.86,"1,070.9",507.6,40.24,42.62,38.57,41.62,45.43,44.00,46.38,47.81,43.52,39.71,45.43,45.90,44.48,47.81,47.29,47.29,49.19,49.67,48.27,49.67,51.57,51.57,
Anastasia,Base ot Great Tree,21,15257,,,,70.3,,70.8,,,,,,,,,,,,,,,,,,,,104.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Base ot Great Tree,,,100.0,,,,,,,,,,,106.5,,,,,,,,,,Base ot Great Tree,,,,,,,,,,,,,,,,,,,,,101.2,101.6,,,,,,,,,,Base ot Great Tree,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Anastasia,Yaga Ryazan,21,30329,,,,,,,,,,,,,,,,,,,,,,,,,,83.9,,,,,,,,,,102.7,,,,,,,,,,,,,,,,,,Yaga Ryazan,,,,,,,,,,,,,,59.7,,,,,,,,,661.8,Yaga Ryazan,,,,,,,,,,,,,,,,,,,,,,57.5,392.2,,,,,,,,,Yaga Ryazan,38.81,"1,131.0",520.0,41.19,43.57,39.57,42.67,46.57,45.05,47.43,48.95,44.62,40.71,46.57,47.00,45.48,48.95,48.48,48.48,50.43,50.86,49.37,50.86,52.81,52.81,
Gotterdammerung,Landing Point,20,8064,,,,64.7,,,,,,,,,,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.9,,,,,,,,,Landing Point,,,,,,41.8,,,,,,,,242.5,,,,,,,,,,Landing Point,,,,,,,,,,,,,,,,,102.3,,,,,55.3,,,,,,,,,,Landing Point,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Gotterdammerung,Thin Ice Hill,20,4218,,,,,,,,,,,,,,78.3,,,,,,,,,,,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Thin Ice Hill,,,,,,64.4,,,,,,,,,81.5,,,,,,,,,Thin Ice Hill,,,,,,,,,,,,,,,,,,,,,,93.4,,,,,,,,,,Thin Ice Hill,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Gotterdammerung,Giant's Flower Garden,20,16485,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Giant's Flower Garden,,,,,,,,,,,,,,,45.3,,,,,,,,,Giant's Flower Garden,,,,,,,,,,,,,,,,,,,,,,,142.9,,,,,,,,,Giant's Flower Garden,36.75,944.4,494.0,39.25,41.75,37.45,40.40,44.10,42.90,45.40,46.60,42.25,38.55,44.10,44.75,43.55,46.60,45.90,45.90,47.75,48.40,47.24,48.40,50.25,50.25,
Gotterdammerung,Village 23,21,1565,,,,,,,,,,,,,,85.1,,,,,,,,,,,,,,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,Village 23,,,,,,65.3,,,,,,83.8,,,,,,,,,,,,Village 23,,,,,,,,,,,,,,,,,,,,88.8,,102.2,,,,,,,,,,Village 23,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Gotterdammerung,Hero's Lair,21,10066,,,,,,,,,,,,,,,,83.4,,,,,,,,,,,82.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Hero's Lair,,,,,,,,,,,,,,,68.1,,,,,,,,440.1,Hero's Lair,,,,,,,,,,,,,,,,,,,,,,,144.1,,,,,,,,,Hero's Lair,35.95,955.0,482.9,38.33,40.71,36.67,39.52,43.14,41.90,44.29,45.52,41.33,37.71,43.14,43.71,42.48,45.52,44.90,44.90,46.71,47.29,46.08,47.29,49.10,49.10,
Gotterdammerung,Castle of Snow and Ice,21,12574,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,Castle of Snow and Ice,,,,,,,,,,,,45.4,,,,,,,,,,,,Castle of Snow and Ice,,,,,,,,,,,,,,,,,,,,44.1,,,,,,,,,,,,Castle of Snow and Ice,36.90,"1,012.2",495.2,39.29,41.67,37.62,40.57,44.29,42.95,45.33,46.67,42.43,38.71,44.29,44.81,43.48,46.67,46.10,46.10,47.95,48.48,47.18,48.48,50.33,50.33,
